Symbol,dbsym,sector,cik,px_12m,px_ytd,px_q1,eps_ttm,eps_q
CPAY,CPAY,Financials,1175454,4.038958164244089,17.157718065041472,-3.265367166857769,17.19298245614033,49.11764705882354
CTVA,CTVA,Materials,1755672,14.280005328360224,27.939750950712106,24.86764596226978,4.24242424242426,12.631578947368432
CSGP,CSGP,Real Estate,1057352,-63.39214848281336,-55.410128653231205,-40.031233732431026,-75.0,
COST,COST,Consumer Staples,909832,-3.6779324055665974,10.134069400630906,15.566431619966604,10.550996483001178,15.186915887850455
CRH,CRH,Materials,849395,15.11254019292605,-13.949202788238125,-15.775979488823012,14.437367303609378,
CRWD,CRWD,Information Technology,1535527,57.82534385936353,65.46781006015614,-16.38081829429583,,
CCI,CCI,Real Estate,1051470,-26.18336064783574,-13.840441093732425,-8.518060087768664,,
CSX,CSX,Industrials,277948,45.96774193548387,34.758031159520186,13.19454019026609,-2.976190476190492,26.470588235294105
CMI,CMI,Industrials,26172,100.68563800740247,29.611850226306412,5.354938573975754,-5.172413793103452,-20.973154362416107
CVS,CVS,Health Care,64803,50.524651430214185,31.96395942284669,-9.507907504253044,-45.58472553699285,63.120567375886516
DHR,DHR,Health Care,313616,-1.591406405410789,-13.55554584771308,-17.185793543313967,0.3875968992247979,9.84848484848484
DRI,DRI,Consumer Discretionary,940944,-6.941659070191442,10.931812007606624,6.519967400163007,,-3.2846715328467257
DDOG,DDOG,Information Technology,1561550,96.61478011183316,91.31649571706922,-13.084077791257675,-17.021276595744684,114.28571428571426
DVA,DVA,Health Care,927066,59.975470155355694,106.63615560640731,35.3238866396761,6.250000000000008,43.50000000000001
DECK,DECK,Consumer Discretionary,910521,-0.7163867539614732,0.960054033191815,-3.4156696256271823,,
DE,DE,Industrials,315189,21.51094143576826,32.60103938495897,20.963793325602364,-22.41887905604721,-1.355421686746986
DELL,DELL,Information Technology,1571996,223.61590274355186,212.97267238639978,30.354305687956785,96.70846394984326,282.4817518248175
DAL,DAL,Industrials,27904,89.3265306122449,33.65509292609134,-4.185275896844843,21.453900709219837,-218.91891891891896
DVN,DVN,Energy,1090012,23.988970588235283,10.483210483210481,37.29183729183727,-18.223234624145785,-75.32467532467533
DXCM,DXCM,Health Care,1093557,-14.742132344142632,7.336547152756867,-5.393190720096408,75.18796992481202,88.88888888888889
FANG,FANG,Energy,1539838,22.73148808674559,14.460115760761095,31.588051360521586,-93.90547263681592,-98.34368530020704
DLR,DLR,Real Estate,1297996,1.2437956204379486,12.042392322853711,16.449642961000354,255.66037735849054,70.37037037037037
DG,DG,Consumer Staples,29534,2.42781583282754,-11.033288145805098,-10.58894411809007,34.92366412213739,12.359550561797752
DLTR,DLTR,Consumer Staples,935703,22.380999310140925,0.9593495934959506,-10.959349593495936,,9.316770186335397
D,D,Utilities,715957,20.980052038161332,19.02892738288251,5.503882583838204,27.65151515151515,-10.389610389610398
DPZ,DPZ,Consumer Discretionary,1286681,-31.946826289746475,-25.23460938437537,-13.886955478219122,-0.4013761467889924,-4.6189376443418055
DASH,DASH,Consumer Discretionary,1792789,0.8758112280259578,-15.178807947019868,-33.71523178807947,167.0886075949367,-4.545454545454549
DOV,DOV,Industrials,29905,14.777610657498919,9.467698140273573,6.834366514678014,-51.686746987951814,4.790419161676651
DOW,DOW,Materials,1751788,24.50557353469973,18.451999144750907,78.10562326277525,-1099.9999999999998,
DHI,DHI,Consumer Discretionary,882184,18.461538461538463,10.12983406234813,-4.74901062278692,-16.194029850746265,-13.178294573643404
DTE,DTE,Utilities,936340,16.28591926896499,19.392106691478638,13.375203535705982,-17.837837837837842,-44.39252336448599
DUK,DUK,Utilities,1326160,8.991504752292045,10.5537070215852,11.72254927054006,8.126036484245445,11.93181818181818
DD,DD,Materials,1666700,,,,,
