date,yoy_pct
2013-04-01,1.1836416926464421
2013-05-01,1.1609422877530973
2013-06-01,1.2246331794879994
2013-07-01,1.2724655851991118
2013-08-01,1.2484057493296064
2013-09-01,1.2175291860832438
2013-10-01,1.1775590072130582
2013-11-01,1.2518307720559063
2013-12-01,1.280588625738699
2014-01-01,1.1170882291051676
2014-02-01,1.0599931059404488
2014-03-01,1.1403238690823603
2014-04-01,1.3389385396180842
2014-05-01,1.3599461519263834
2014-06-01,1.2541625592858319
2014-07-01,1.2660948221396184
2014-08-01,1.2501133415323773
2014-09-01,1.2787952545038728
2014-10-01,1.2064460904272378
2014-11-01,1.1427111118033295
2014-12-01,1.1104888740304908
2015-01-01,1.0240276510497415
2015-02-01,1.0891023063644534
2015-03-01,1.0838759183241287
2015-04-01,1.1482046237710763
2015-05-01,1.076134618722624
2015-06-01,1.0574470088374532
2015-07-01,1.0521216723444082
2015-08-01,1.040017207261057
2015-09-01,1.0962974835256212
2015-10-01,1.1026279191212351
2015-11-01,1.1315648413387835
2015-12-01,1.0982142458838329
2016-01-01,1.2622514847151933
2016-02-01,1.3402027433022656
2016-03-01,1.3176251339004574
2016-04-01,1.2801325528143614
2016-05-01,1.412807918057224
2016-06-01,1.4466962404753092
2016-07-01,1.446314207634991
2016-08-01,1.5457447931961132
2016-09-01,1.453867515548124
2016-10-01,1.5417873356628808
2016-11-01,1.5067808567713836
2016-12-01,1.5973632374677749
2017-01-01,1.677867881087547
2017-02-01,1.635791781411089
2017-03-01,1.4277939720905852
2017-04-01,1.400089374950375
2017-05-01,1.2079911769285578
2017-06-01,1.2212170981056758
2017-07-01,1.0712253512326297
2017-08-01,1.0543610746721166
2017-09-01,1.0952085330652617
2017-10-01,1.2437563759976067
2017-11-01,1.2069081061230058
2017-12-01,1.177860628467764
2018-01-01,1.174400391095931
2018-02-01,1.2550438239025574
2018-03-01,1.6069819056486079
2018-04-01,1.6748870127675675
2018-05-01,1.870595470005254
2018-06-01,1.7886685515415834
2018-07-01,1.9221242196727495
2018-08-01,1.7739120901244299
2018-09-01,1.7722413640704593
2018-10-01,1.649931493630552
2018-11-01,1.8403172499434906
2018-12-01,1.8799868489820737
2019-01-01,1.8970540437258432
2019-02-01,1.7275397435186912
2019-03-01,1.5420388979601851
2019-04-01,1.6072163594497146
2019-05-01,1.504869095542305
2019-06-01,1.6037090535090615
2019-07-01,1.6236585641573154
2019-08-01,1.769541433277011
2019-09-01,1.7138319345165742
2019-10-01,1.747968136889555
2019-11-01,1.6291909107878144
2019-12-01,1.6503826966120627
2020-01-01,1.6412157708159958
2020-02-01,1.7648018046860559
2020-03-01,1.6618691591065105
2020-04-01,1.2662667342407286
2020-05-01,1.2746003746713752
2020-06-01,1.3101472580712814
2020-07-01,1.3881293574614872
2020-08-01,1.569876066747744
2020-09-01,1.6747778274436964
2020-10-01,1.5378530116608946
2020-11-01,1.4443823384124421
2020-12-01,1.437824165727175
2021-01-01,1.4657585825077035
2021-02-01,1.5119247443245554
2021-03-01,1.900702675605137
2021-04-01,2.5489935786361384
2021-05-01,2.8515306612746594
2021-06-01,3.084937958803402
2021-07-01,3.2852539746008658
2021-08-01,3.249524919868252
2021-09-01,3.268681117387895
2021-10-01,3.7090545188712465
2021-11-01,4.216164255526844
2021-12-01,4.582806420517982
2022-01-01,4.8695689325204405
2022-02-01,5.1408079888295655
2022-03-01,5.222697048171665
2022-04-01,5.031312944071242
2022-05-01,5.0055581687533435
2022-06-01,5.211616420806786
2022-07-01,5.072084526274145
2022-08-01,5.313193577088571
2022-09-01,5.511075433008106
2022-10-01,5.446357198778395
2022-11-01,5.179659425398531
2022-12-01,5.050796711583594
2023-01-01,4.991828575277113
2023-02-01,4.892879220113899
2023-03-01,4.84536423340467
2023-04-01,4.841996548265692
2023-05-01,4.793354730239319
2023-06-01,4.311107273964843
2023-07-01,4.24948236774827
2023-08-01,3.882282576423801
2023-09-01,3.742157034931326
2023-10-01,3.592403848203163
2023-11-01,3.506181974796596
2023-12-01,3.260754570611124
2024-01-01,3.1674465794093276
2024-02-01,2.9293280922264797
2024-03-01,2.8906694672375943
2024-04-01,2.704623810289153
2024-05-01,2.5157074137839963
2024-06-01,2.572005210180617
2024-07-01,2.4938576580423977
2024-08-01,2.5448876005473187
2024-09-01,2.562036628829789
2024-10-01,2.5664287278053033
2024-11-01,2.5505260105366245
2024-12-01,2.5665325891900848
2025-01-01,2.4745460896812954
2025-02-01,2.6260920608991656
2025-03-01,2.357387721089843
2025-04-01,2.4535359283798464
2025-05-01,2.506536901702483
2025-06-01,2.61942952425267
2025-07-01,2.6859740448668568
2025-08-01,2.7508444150218914
2025-09-01,2.713298489528415
2025-10-01,2.641384297444782
2025-11-01,2.643417831361927
2025-12-01,2.7352224997479135
2026-01-01,2.809238193123309
2026-02-01,2.8279213563095817
2026-03-01,2.9786134594186553
2026-04-01,2.95698251696741
2026-05-01,3.0125024461423067
